"MOPR","F02","NOXPPM","PPM","01/01/19","06:38",8.5046,10,00,01,"Y","N","N","Y","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:39",8.6307,10,00,01,"Y","N","N","Y","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:40",8.6537,10,00,01,"Y","N","N","Y","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:41",8.6498,10,00,01,"Y","N","N","Y","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:42",8.6803,10,00,01,"Y","N","N","Y","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:43",37.0281,10,00,01,"Y","N","N","Y","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:44",87.7939,10,00,01,"Y","N","N","Y","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:45",88.6556,10,00,01,"Y","N","N","Y","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:46",88.7621,10,00,01,"Y","N","N","Y","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:47",88.8157,10,00,01,"Y","N","N","Y","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:48",88.8885,10,00,01,"Y","N","N","Y","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:49",56.3303,10,00,01,"Y","N","N","Y","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:50",4.0687,10,00,01,"Y","N","N","Y","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:51",3.5606,10,00,01,"Y","N","N","Y","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:52",3.6487,10,00,01,"Y","N","N","Y","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:53",3.4345,00,00,01,"N","N","N","N","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:54",3.1318,00,00,01,"N","N","N","N","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:55",3.0253,00,00,01,"N","N","N","N","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:56",3.0202,00,00,01,"N","N","N","N","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:57",3.0805,00,00,01,"N","N","N","N","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:58",3.2875,00,00,01,"N","N","N","N","N","N","N","N",,"N","N","N","N","N","F"
"MOPR","F02","NOXPPM","PPM","01/01/19","06:59",3.5712,00,00,01,"N","N","N","N","N","N","N","N",,"N","N","N","N","N","F"
